EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E399,Serenity Bailey,IT Systems Architect,IT,Manufacturing,Female,Caucasian,59.0,2011-11-21,81218.0,0% ,United States,Chicago,Still Working
E400,Elena Tan,Vice President,Engineering,Manufacturing,Female,Asian,54.0,2008-10-13,181801.0,40% ,China,Chongqing,2019-12-11
E401,Eliza Adams,Account Representative,Sales,Manufacturing,Female,Caucasian,30.0,2021-11-21,63137.0,0% ,United States,Chicago,Still Working
E402,Alice Xiong,Vice President,Engineering,Manufacturing,Female,Asian,59.0,2018-09-02,221465.0,34% ,China,Chengdu,Still Working
E403,Isla Yoon,Quality Engineer,Engineering,Research & Development,Female,Asian,54.0,2013-05-10,79388.0,0% ,United States,Austin,2019-08-04
E404,Emma Perry,Solutions Architect,IT,Manufacturing,Female,Caucasian,32.0,2018-01-22,68176.0,0% ,United States,Seattle,Still Working
E405,Riley Marquez,Sr. Manger,Finance,Research & Development,Female,Latino,43.0,2019-10-18,122829.0,11% ,United States,Chicago,Still Working
E406,Caroline Hu,Sr. Manger,Marketing,Speciality Products,Female,Asian,35.0,2019-08-18,126353.0,12% ,China,Shanghai,Still Working
E407,Madison Kumar,Director,Accounting,Speciality Products,Female,Asian,59.0,2010-10-17,188727.0,23% ,China,Chengdu,Still Working
E408,Matthew Lim,Sr. Analyst,Sales,Research & Development,Male,Asian,56.0,1994-02-18,99624.0,0% ,United States,Seattle,Still Working
E409,Maya Ngo,Manager,Sales,Speciality Products,Female,Asian,59.0,2012-10-20,108686.0,6% ,United States,Columbus,Still Working
E410,Alice Soto,Analyst,Accounting,Corporate,Female,Latino,60.0,1995-04-13,50857.0,0% ,Brazil,Manaus,Still Working
E411,Andrew Moore,Operations Engineer,Engineering,Manufacturing,Male,Caucasian,51.0,2001-01-02,120628.0,0% ,United States,Chicago,Still Working
E412,Olivia Harris,Director,Sales,Speciality Products,Female,Caucasian,67.0,2020-06-14,181216.0,27% ,United States,Columbus,Still Working
E413,Genesis Banks,Analyst,Finance,Corporate,Female,Caucasian,67.0,2012-03-16,46081.0,0% ,United States,Chicago,Still Working
E414,Victoria Johnson,Sr. Manger,Accounting,Corporate,Female,Caucasian,59.0,2004-05-28,159885.0,12% ,United States,Columbus,Still Working
E415,Eloise Griffin,Director,Sales,Manufacturing,Female,Caucasian,59.0,1995-10-29,153271.0,15% ,United States,Austin,Still Working
E416,Roman Yang,Manager,Human Resources,Manufacturing,Male,Asian,46.0,2009-12-12,114242.0,8% ,United States,Phoenix,Still Working
E417,Clara Huynh,IT Coordinator,IT,Speciality Products,Female,Asian,43.0,2020-11-18,48415.0,0% ,China,Shanghai,Still Working
E418,Kai Flores,Development Engineer,Engineering,Manufacturing,Male,Latino,39.0,2017-05-23,65566.0,0% ,United States,Seattle,Still Working
E419,Jaxson Dinh,Sr. Manger,Marketing,Research & Development,Male,Asian,49.0,2001-05-03,147752.0,12% ,China,Shanghai,2011-12-26
E420,Sophie Vang,Sr. Manger,Marketing,Manufacturing,Female,Asian,29.0,2021-09-14,136810.0,14% ,China,Chongqing,Still Working
E421,Axel Jordan,Analyst,Sales,Corporate,Male,Caucasian,51.0,2013-02-28,54635.0,0% ,United States,Chicago,Still Working
E422,Jade Hunter,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,46.0,2020-02-05,96636.0,0% ,United States,Columbus,Still Working
E423,Lydia Williams,System AdministratorÊ,IT,Manufacturing,Female,Black,39.0,2014-10-29,91592.0,0% ,United States,Chicago,Still Working
E424,Emery Chang,Business Partner,Human Resources,Research & Development,Female,Asian,49.0,2000-08-17,55563.0,0% ,China,Chengdu,Still Working
E425,Savannah He,Director,IT,Research & Development,Female,Asian,56.0,1996-02-14,159724.0,23% ,China,Beijing,Still Working
E426,Elias Ahmed,Vice President,Marketing,Corporate,Male,Asian,61.0,2017-08-04,183190.0,36% ,United States,Chicago,Still Working
E427,Samantha Woods,Analyst,Accounting,Speciality Products,Female,Caucasian,60.0,2019-12-25,54829.0,0% ,United States,Phoenix,Still Working
E428,Axel Soto,Quality Engineer,Engineering,Corporate,Male,Latino,50.0,2005-04-22,96639.0,0% ,Brazil,Rio de Janerio,Still Working
E429,Amelia Choi,Manager,Marketing,Speciality Products,Female,Asian,47.0,2006-06-11,117278.0,9% ,United States,Miami,Still Working
E430,Jacob Khan,Computer Systems Manager,IT,Speciality Products,Male,Asian,57.0,2008-02-09,84193.0,9% ,China,Shanghai,Still Working
E431,Luna Taylor,Network Administrator,IT,Manufacturing,Female,Caucasian,51.0,2018-07-28,87806.0,0% ,United States,Seattle,Still Working
E432,Dominic Parker,Test Engineer,Engineering,Research & Development,Male,Caucasian,66.0,2011-10-04,63959.0,0% ,United States,Seattle,Still Working
E433,Angel Xiong,Vice President,IT,Research & Development,Male,Asian,39.0,2015-06-11,234723.0,36% ,China,Shanghai,Still Working
E434,Emma Cao,Analyst,Accounting,Corporate,Female,Asian,31.0,2019-08-24,50809.0,0% ,China,Chongqing,Still Working
E435,Ezekiel Bryant,Sr. Analyst,Finance,Manufacturing,Male,Caucasian,59.0,2002-07-19,77396.0,0% ,United States,Miami,Still Working
E436,Natalie Hwang,Sr. Analyst,Finance,Speciality Products,Female,Asian,67.0,1999-12-31,89523.0,0% ,United States,Phoenix,Still Working
E437,Adeline Yang,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,57.0,2011-07-20,86173.0,0% ,China,Chongqing,Still Working
E438,Allison Roberts,Vice President,Sales,Manufacturing,Female,Black,58.0,2000-08-19,222224.0,38% ,United States,Columbus,Still Working
E439,Andrew Do,Sr. Manger,Finance,Research & Development,Male,Asian,47.0,2021-04-17,146140.0,15% ,United States,Seattle,Still Working
E440,Eliana Grant,Engineering Manager,Engineering,Speciality Products,Female,Caucasian,68.0,1994-06-20,109456.0,10% ,United States,Chicago,Still Working
E441,Mila Soto,Director,Finance,Research & Development,Female,Latino,69.0,2008-10-07,170221.0,15% ,Brazil,Manaus,Still Working
E442,Gabriella Johnson,Computer Systems Manager,IT,Research & Development,Female,Caucasian,46.0,2006-03-01,97433.0,5% ,United States,Seattle,2015-08-08
E443,Jonathan Khan,Account Representative,Sales,Manufacturing,Male,Asian,39.0,2013-08-30,59646.0,0% ,China,Shanghai,Still Working
E444,Elias Dang,Director,Engineering,Speciality Products,Male,Asian,68.0,1995-08-29,158787.0,18% ,China,Chengdu,Still Working
E445,Theodore Ngo,Controls Engineer,Engineering,Research & Development,Male,Asian,59.0,2018-04-29,83378.0,0% ,China,Beijing,Still Working
E446,Bella Lopez,Sr. Analyst,Marketing,Corporate,Female,Latino,36.0,2013-11-12,88895.0,0% ,United States,Chicago,Still Working
E447,Luca Truong,Director,Marketing,Corporate,Male,Asian,49.0,2004-12-11,168846.0,24% ,China,Chongqing,Still Working
E448,Nathan Lau,Business Partner,Human Resources,Research & Development,Male,Asian,39.0,2011-02-22,43336.0,0% ,United States,Austin,2020-07-12
E449,Henry Campos,Sr. Manger,Human Resources,Corporate,Male,Latino,42.0,2009-09-27,127801.0,15% ,United States,Phoenix,Still Working
E450,Connor Bell,Network Administrator,IT,Corporate,Male,Black,58.0,2000-04-01,76352.0,0% ,United States,Austin,Still Working
E451,Angel Stewart,Vice President,Finance,Corporate,Male,Caucasian,32.0,2019-06-22,250767.0,38% ,United States,Seattle,Still Working
E452,Landon Brown,Vice President,Marketing,Corporate,Male,Caucasian,30.0,2020-09-27,223055.0,30% ,United States,Columbus,Still Working
E453,Nicholas Rivera,Director,Engineering,Corporate,Male,Latino,49.0,2007-04-13,189680.0,23% ,Brazil,Sao Paulo,Still Working
E454,Gabriel Carter,Test Engineer,Engineering,Manufacturing,Male,Caucasian,61.0,2018-07-18,71167.0,0% ,United States,Columbus,Still Working
E455,Leilani Baker,Technical Architect,IT,Speciality Products,Female,Caucasian,63.0,2010-04-04,76027.0,0% ,United States,Seattle,Still Working
E456,Ian Flores,Director,Engineering,Corporate,Male,Latino,52.0,2019-12-10,183113.0,24% ,Brazil,Rio de Janerio,Still Working
E457,Hudson Thompson,Analyst II,Accounting,Manufacturing,Male,Black,34.0,2020-10-20,67753.0,0% ,United States,Phoenix,Still Working
E458,Ian Miller,Computer Systems Manager,IT,Corporate,Male,Black,35.0,2016-10-13,63744.0,8% ,United States,Austin,Still Working
E459,Harper Chin,Quality Engineer,Engineering,Manufacturing,Female,Asian,54.0,2002-07-09,92209.0,0% ,China,Shanghai,Still Working
E460,Santiago f Brooks,Sr. Manger,Sales,Corporate,Male,Black,55.0,2000-09-01,157487.0,12% ,United States,Phoenix,Still Working
E461,Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,Male,Latino,46.0,2015-04-07,99697.0,0% ,Brazil,Rio de Janerio,Still Working
E462,Everett Lee,Network Administrator,IT,Research & Development,Male,Asian,49.0,2010-02-26,90770.0,0% ,United States,Columbus,Still Working
E463,Madelyn Mehta,Analyst,Sales,Speciality Products,Female,Asian,68.0,2005-01-28,55369.0,0% ,United States,Phoenix,Still Working
E464,Athena Vasquez,Field Engineer,Engineering,Speciality Products,Female,Latino,63.0,2014-09-16,69578.0,0% ,Brazil,Rio de Janerio,Still Working
E465,William Watson,Director,Accounting,Speciality Products,Male,Caucasian,45.0,2013-06-04,167526.0,26% ,United States,Miami,Still Working
E466,Everleigh Nunez,Field Engineer,Engineering,Speciality Products,Female,Latino,46.0,2021-02-05,65507.0,0% ,Brazil,Manaus,Still Working
E467,Leo Fernandez,Manager,Finance,Research & Development,Male,Latino,58.0,1998-04-28,108268.0,9% ,Brazil,Sao Paulo,2004-05-15
E468,Joshua Lin,Technical Architect,IT,Research & Development,Male,Asian,41.0,2016-02-05,80055.0,0% ,China,Beijing,Still Working
E469,Alexander Rivera,Sr. Analyst,Sales,Research & Development,Male,Latino,62.0,2009-04-27,76802.0,0% ,Brazil,Manaus,Still Working
E470,David Desai,Vice President,Sales,Speciality Products,Male,Asian,51.0,2016-11-22,253249.0,31% ,United States,Austin,Still Working
E471,Aubrey Yoon,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,64.0,2005-11-11,78388.0,0% ,China,Chongqing,Still Working
E472,Grayson Brown,Vice President,IT,Corporate,Male,Caucasian,42.0,2016-06-22,249870.0,34% ,United States,Chicago,Still Working
E473,Noah Chen,Sr. Manger,Marketing,Manufacturing,Male,Asian,67.0,2015-03-01,148321.0,15% ,China,Beijing,Still Working
E474,Ella Nguyen,Service Desk Analyst,IT,Corporate,Female,Asian,64.0,2004-02-10,90258.0,0% ,China,Chongqing,Still Working
E475,Athena Jordan,System AdministratorÊ,IT,Manufacturing,Female,Black,46.0,2011-02-19,72486.0,0% ,United States,Seattle,Still Working
E476,Adrian Ruiz,Sr. Analyst,Finance,Corporate,Male,Latino,38.0,2014-09-04,95499.0,0% ,Brazil,Sao Paulo,2017-08-11
E477,Zoe Sanchez,Sr. Analyst,Accounting,Research & Development,Female,Latino,57.0,2004-12-23,90212.0,0% ,Brazil,Sao Paulo,Still Working
E478,Jameson Chen,Vice President,Marketing,Research & Development,Male,Asian,43.0,2019-12-05,254057.0,39% ,China,Shanghai,Still Working
E479,Liliana Soto,Business Partner,Human Resources,Manufacturing,Female,Latino,62.0,2010-10-12,43001.0,0% ,United States,Austin,Still Working
E480,Lincoln Reyes,Computer Systems Manager,IT,Manufacturing,Male,Latino,64.0,1998-08-03,85120.0,9% ,United States,Seattle,Still Working
E481,Grayson Soto,Business Partner,Human Resources,Manufacturing,Male,Latino,38.0,2015-08-03,52200.0,0% ,United States,Columbus,Still Working
E482,Julia Morris,Sr. Manger,Human Resources,Corporate,Female,Caucasian,64.0,2008-10-18,150855.0,11% ,United States,Phoenix,Still Working
E483,Ava Ortiz,Enterprise Architect,IT,Manufacturing,Female,Latino,57.0,2004-07-20,65702.0,0% ,United States,Columbus,Still Working
E484,Carson Chau,Director,Finance,Corporate,Male,Asian,62.0,2007-10-12,162038.0,24% ,China,Chongqing,Still Working
E485,Lillian Chen,Sr. Manger,Marketing,Research & Development,Female,Asian,29.0,2020-04-09,157057.0,10% ,United States,Columbus,Still Working
E486,Josiah Lewis,Manager,IT,Research & Development,Male,Caucasian,50.0,2021-08-11,127559.0,10% ,United States,Austin,Still Working
E487,Claire Jones,Field Engineer,Engineering,Corporate,Female,Caucasian,43.0,2019-03-12,62644.0,0% ,United States,Seattle,Still Working
E488,Jeremiah Lu,Network Architect,IT,Manufacturing,Male,Asian,54.0,2001-03-06,73907.0,0% ,China,Shanghai,Still Working
E489,Nova Hill,Sr. Analyst,Accounting,Manufacturing,Female,Caucasian,60.0,2018-03-10,90040.0,0% ,United States,Chicago,Still Working
E490,Peyton Cruz,Development Engineer,Engineering,Manufacturing,Female,Latino,34.0,2016-05-26,91134.0,0% ,Brazil,Sao Paulo,Still Working
E491,Naomi Zhao,Vice President,Human Resources,Speciality Products,Female,Asian,49.0,2021-09-22,201396.0,32% ,United States,Miami,Still Working
E492,Rylee Bui,Analyst,Accounting,Corporate,Female,Asian,59.0,2011-12-22,54733.0,0% ,China,Chongqing,Still Working
E493,Andrew Reed,System AdministratorÊ,IT,Corporate,Male,Black,32.0,2019-06-17,65341.0,0% ,United States,Miami,2022-04-11
E494,Brooklyn Collins,Sr. Manger,Finance,Corporate,Female,Black,63.0,2018-10-27,139208.0,11% ,United States,Austin,Still Working
E495,John Jung,Sr. Analyst,Sales,Speciality Products,Male,Asian,67.0,2018-03-12,73200.0,0% ,China,Shanghai,Still Working
E496,Samantha Aguilar,Manager,Accounting,Speciality Products,Female,Latino,50.0,2010-04-24,102636.0,6% ,United States,Seattle,Still Working
E497,Madeline Acosta,Sr. Account Representative,Sales,Speciality Products,Female,Latino,30.0,2021-02-09,87427.0,0% ,Brazil,Sao Paulo,Still Working
E498,Ethan Joseph,IT Coordinator,IT,Research & Development,Male,Caucasian,49.0,2018-05-28,49219.0,0% ,United States,Columbus,Still Working
E499,Miles Mehta,Manager,Finance,Manufacturing,Male,Asian,54.0,2018-05-19,106437.0,7% ,China,Chongqing,Still Working
E500,Joshua Juarez,Analyst II,Finance,Manufacturing,Male,Latino,50.0,2015-05-05,64364.0,0% ,Brazil,Sao Paulo,Still Working
E501,Matthew Howard,Director,Human Resources,Manufacturing,Male,Caucasian,54.0,2021-10-17,172180.0,30% ,United States,Columbus,Still Working
E502,Jade Figueroa,Sr. Analyst,Sales,Manufacturing,Female,Latino,37.0,2012-05-14,88343.0,0% ,Brazil,Rio de Janerio,Still Working
E503,Everett Morales,Solutions Architect,IT,Speciality Products,Male,Latino,61.0,2014-07-10,66649.0,0% ,Brazil,Rio de Janerio,Still Working
E504,Genesis Hunter,Manager,Finance,Corporate,Female,Caucasian,52.0,1999-04-22,102847.0,5% ,United States,Chicago,Still Working
E505,Henry Figueroa,Sr. Manger,Finance,Manufacturing,Male,Latino,50.0,2010-07-19,134881.0,15% ,Brazil,Manaus,Still Working
E506,Nicholas Song,Analyst II,Marketing,Manufacturing,Male,Asian,56.0,1999-05-23,68807.0,0% ,China,Chengdu,2015-11-30
E507,Jack Alexander,Vice President,IT,Manufacturing,Male,Caucasian,60.0,2006-05-29,228822.0,36% ,United States,Miami,Still Working
E508,Jameson Foster,Analyst,Marketing,Manufacturing,Male,Caucasian,32.0,2021-07-18,43391.0,0% ,United States,Columbus,Still Working
E509,Leonardo Lo,Quality Engineer,Engineering,Speciality Products,Male,Asian,33.0,2021-11-15,91782.0,0% ,China,Chongqing,Still Working
E510,Ella Huang,Vice President,Marketing,Corporate,Female,Asian,49.0,2016-02-28,211637.0,31% ,United States,Chicago,Still Working
E511,Liam Jordan,Computer Systems Manager,IT,Manufacturing,Male,Caucasian,32.0,2020-08-08,73255.0,9% ,United States,Phoenix,Still Working
E512,Isaac Woods,Manager,Sales,Corporate,Male,Caucasian,32.0,2021-01-08,108826.0,10% ,United States,Miami,Still Working
E513,Luke Wilson,Solutions Architect,IT,Speciality Products,Male,Caucasian,38.0,2016-05-24,94352.0,0% ,United States,Miami,Still Working
E514,Lyla Alvarez,IT Systems Architect,IT,Research & Development,Female,Latino,59.0,1994-08-30,73955.0,0% ,United States,Phoenix,Still Working
E515,Caleb Flores,Manager,Human Resources,Manufacturing,Male,Latino,38.0,2013-08-13,113909.0,6% ,Brazil,Rio de Janerio,Still Working
E516,Angel Lin,Network Administrator,IT,Manufacturing,Male,Asian,31.0,2020-12-24,92321.0,0% ,United States,Chicago,Still Working
E517,Easton Moore,Computer Systems Manager,IT,Research & Development,Male,Caucasian,56.0,2013-05-23,99557.0,9% ,United States,Seattle,Still Working
E518,Kinsley Collins,Automation Engineer,Engineering,Speciality Products,Female,Caucasian,32.0,2018-11-14,115854.0,0% ,United States,Phoenix,Still Working
E519,Brooklyn Salazar,IT Systems Architect,IT,Manufacturing,Female,Latino,48.0,2011-03-01,82462.0,0% ,United States,Austin,Still Working
E520,Scarlett Jenkins,Vice President,IT,Research & Development,Female,Caucasian,57.0,2011-11-09,198473.0,32% ,United States,Miami,Still Working
E521,Melody Chin,Sr. Manger,Finance,Corporate,Female,Asian,47.0,2006-10-15,153492.0,11% ,United States,Chicago,Still Working
E522,Eloise Alexander,Vice President,Human Resources,Corporate,Female,Black,32.0,2018-01-21,208210.0,30% ,United States,Seattle,Still Working
E523,Carter Turner,Sr. Analyst,Marketing,Corporate,Male,Caucasian,37.0,2015-11-17,91632.0,0% ,United States,Phoenix,Still Working
E524,Andrew Ma,HRIS Analyst,Human Resources,Corporate,Male,Asian,35.0,2017-09-24,71755.0,0% ,China,Chongqing,Still Working
E525,Hailey Xi,Manager,Accounting,Corporate,Female,Asian,56.0,2021-11-19,111006.0,8% ,China,Chongqing,Still Working
E526,Aiden Le,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,59.0,1994-12-24,99774.0,0% ,United States,Austin,Still Working
E527,Christopher Lim,Director,IT,Research & Development,Male,Asian,59.0,2007-03-13,184648.0,24% ,China,Shanghai,Still Working
E528,James Castillo,Vice President,IT,Manufacturing,Male,Latino,55.0,2001-07-19,247874.0,33% ,Brazil,Manaus,Still Working
E529,Greyson Dang,Development Engineer,Engineering,Manufacturing,Male,Asian,64.0,2009-05-11,62239.0,0% ,China,Beijing,Still Working
E530,Hannah King,Manager,Accounting,Speciality Products,Female,Caucasian,35.0,2014-10-07,114911.0,7% ,United States,Chicago,Still Working
E531,Wesley Dominguez,Engineering Manager,Engineering,Corporate,Male,Latino,49.0,2018-04-27,115490.0,12% ,United States,Chicago,Still Working
E532,Dominic Hu,Manager,Accounting,Speciality Products,Male,Asian,38.0,2012-02-13,118708.0,7% ,China,Shanghai,Still Working
E533,Nora Park,Director,Accounting,Speciality Products,Female,Asian,33.0,2017-06-28,197649.0,20% ,United States,Columbus,Still Working
E534,Audrey Hwang,Sr. Analyst,Accounting,Speciality Products,Female,Asian,49.0,2020-06-17,89841.0,0% ,China,Beijing,Still Working
E535,Ella Jenkins,Analyst II,Finance,Speciality Products,Female,Caucasian,56.0,2019-12-20,61026.0,0% ,United States,Phoenix,Still Working
E536,Peyton Owens,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,52.0,2014-09-25,96693.0,0% ,United States,Chicago,Still Working
E537,Alice Lopez,Test Engineer,Engineering,Speciality Products,Female,Latino,52.0,2009-06-27,82907.0,0% ,United States,Seattle,Still Working
E538,Dominic Le,Vice President,Marketing,Corporate,Male,Asian,45.0,2014-10-04,257194.0,35% ,China,Chongqing,Still Working
E539,Ezra Ortiz,Quality Engineer,Engineering,Research & Development,Male,Latino,45.0,2012-01-21,94658.0,0% ,United States,Miami,Still Working
E540,Grayson Luu,Quality Engineer,Engineering,Research & Development,Male,Asian,59.0,2011-04-30,89419.0,0% ,China,Shanghai,Still Working
E541,Brooks Stewart,HRIS Analyst,Human Resources,Manufacturing,Male,Black,49.0,2015-12-19,51983.0,0% ,United States,Columbus,Still Working
E542,Naomi Xi,Director,Finance,Corporate,Female,Asian,57.0,2002-02-17,179494.0,20% ,China,Chongqing,Still Working
E543,Silas Estrada,IT Systems Architect,IT,Corporate,Male,Latino,53.0,2016-06-24,68426.0,0% ,Brazil,Rio de Janerio,Still Working
E544,Skylar Ayala,Sr. Manger,Finance,Corporate,Female,Latino,59.0,2017-02-06,144986.0,12% ,United States,Phoenix,Still Working
E545,Lydia Huynh,Account Representative,Sales,Speciality Products,Female,Asian,49.0,2000-08-16,60113.0,0% ,United States,Chicago,Still Working
E546,Hazel Cortez,HRIS Analyst,Human Resources,Research & Development,Female,Latino,56.0,2021-04-18,50548.0,0% ,Brazil,Sao Paulo,Still Working
E547,Everleigh Adams,Analyst II,Marketing,Manufacturing,Female,Caucasian,37.0,2020-03-14,68846.0,0% ,United States,Chicago,Still Working
E548,Layla Salazar,Solutions Architect,IT,Corporate,Female,Latino,63.0,2014-03-19,90901.0,0% ,United States,Seattle,Still Working
E549,Willow Chen,Manager,Accounting,Corporate,Female,Asian,54.0,2012-09-03,102033.0,8% ,United States,Austin,Still Working
E550,Penelope Griffin,Director,Sales,Manufacturing,Female,Caucasian,65.0,2021-01-23,151783.0,26% ,United States,Seattle,Still Working
E551,Lillian Romero,Director,Engineering,Corporate,Female,Latino,31.0,2018-12-07,170164.0,17% ,United States,Austin,Still Working
E552,Stella Wu,Sr. Manger,Marketing,Speciality Products,Female,Asian,39.0,2014-02-20,155905.0,14% ,United States,Phoenix,Still Working
E553,Parker Vang,Analyst,Sales,Corporate,Male,Asian,44.0,2016-12-17,50733.0,0% ,United States,Miami,Still Working
E554,Mila Roberts,Sr. Business Partner,Human Resources,Corporate,Female,Caucasian,34.0,2017-01-26,88663.0,0% ,United States,Phoenix,Still Working
E555,Isaac Liu,Field Engineer,Engineering,Manufacturing,Male,Asian,64.0,1992-10-13,88213.0,0% ,China,Chongqing,Still Working
E556,Jacob Doan,Analyst II,Sales,Speciality Products,Male,Asian,59.0,2021-08-02,67130.0,0% ,United States,Miami,Still Working
E557,Raelynn Ma,Sr. Analyst,Finance,Speciality Products,Female,Asian,37.0,2015-10-08,94876.0,0% ,United States,Miami,Still Working
E558,Jameson Juarez,Development Engineer,Engineering,Speciality Products,Male,Latino,66.0,1994-10-09,98230.0,0% ,United States,Miami,Still Working
E559,Everleigh Shah,Test Engineer,Engineering,Research & Development,Female,Asian,40.0,2018-12-14,96757.0,0% ,United States,Columbus,Still Working
E560,Alexander Foster,Analyst II,Marketing,Manufacturing,Male,Black,39.0,2020-07-03,51513.0,0% ,United States,Columbus,Still Working
E561,Ryan Ha,Vice President,Marketing,Corporate,Male,Asian,64.0,2007-01-27,234311.0,37% ,United States,Miami,Still Working
E562,Chloe Salazar,Sr. Manger,Human Resources,Speciality Products,Female,Latino,49.0,2011-05-22,152353.0,14% ,United States,Seattle,Still Working
E563,Layla Scott,Sr. Manger,Accounting,Speciality Products,Female,Caucasian,52.0,2010-07-30,124774.0,12% ,United States,Phoenix,Still Working
E564,Leah Khan,Director,Marketing,Corporate,Female,Asian,40.0,2010-09-13,157070.0,28% ,China,Chongqing,Still Working
E565,Mason Jimenez,Sr. Manger,Finance,Speciality Products,Male,Latino,48.0,2019-08-08,130133.0,15% ,United States,Austin,2022-05-18
E566,Hailey Dang,Manager,Marketing,Manufacturing,Female,Asian,68.0,2019-09-21,108780.0,6% ,China,Shanghai,Still Working
E567,Amelia Bui,Director,Engineering,Speciality Products,Female,Asian,50.0,2020-10-21,151853.0,16% ,China,Chengdu,Still Working
E568,Elena Her,Account Representative,Sales,Manufacturing,Female,Asian,66.0,2006-09-17,64669.0,0% ,China,Chongqing,Still Working
E569,Ian Cortez,Analyst II,Marketing,Research & Development,Male,Latino,65.0,2008-04-30,69352.0,0% ,Brazil,Rio de Janerio,Still Working
E570,Christian Ali,Analyst II,Marketing,Research & Development,Male,Asian,69.0,2001-10-17,74631.0,0% ,China,Chongqing,Still Working
E571,Carter Ortiz,Quality Engineer,Engineering,Speciality Products,Male,Latino,58.0,2012-04-29,96441.0,0% ,Brazil,Sao Paulo,Still Working
E572,Grayson Chan,Engineering Manager,Engineering,Speciality Products,Male,Asian,50.0,2011-10-20,114250.0,14% ,China,Chengdu,Still Working
E573,Nolan Molina,Computer Systems Manager,IT,Corporate,Male,Latino,40.0,2020-12-27,70165.0,7% ,Brazil,Manaus,Still Working
E574,Adam Kaur,Manager,IT,Corporate,Male,Asian,64.0,2000-01-29,109059.0,7% ,China,Chengdu,Still Working
E575,Amelia Kaur,Operations Engineer,Engineering,Research & Development,Female,Asian,34.0,2015-11-14,77442.0,0% ,United States,Columbus,Still Working
E576,Autumn Gonzales,Analyst II,Sales,Corporate,Female,Latino,38.0,2012-06-06,72126.0,0% ,Brazil,Manaus,Still Working
E577,Ezra Wilson,Service Desk Analyst,IT,Manufacturing,Male,Caucasian,59.0,2013-10-18,70334.0,0% ,United States,Miami,Still Working
E578,Jacob Cheng,Quality Engineer,Engineering,Research & Development,Male,Asian,63.0,2009-12-23,78006.0,0% ,United States,Miami,Still Working
E579,Melody Valdez,Director,IT,Manufacturing,Female,Latino,32.0,2021-01-25,160385.0,23% ,United States,Miami,2021-05-18
E580,Caroline Nelson,Vice President,Finance,Corporate,Female,Caucasian,40.0,2014-01-11,202323.0,39% ,United States,Chicago,Still Working
E581,Ellie Guerrero,Sr. Manger,Human Resources,Corporate,Female,Latino,33.0,2020-07-13,141555.0,11% ,Brazil,Manaus,Still Working
E582,Genesis Zhu,Director,Finance,Speciality Products,Female,Asian,38.0,2020-07-20,184960.0,18% ,United States,Seattle,Still Working
E583,Jonathan Ho,Vice President,IT,Manufacturing,Male,Asian,41.0,2011-06-25,221592.0,31% ,United States,Columbus,Still Working
E584,Savannah Park,HRIS Analyst,Human Resources,Manufacturing,Female,Asian,48.0,2009-01-28,53301.0,0% ,United States,Seattle,Still Working
E585,Nathan Chan,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,49.0,2000-03-02,91276.0,0% ,United States,Seattle,Still Working
E586,Sofia Vu,Sr. Manger,Human Resources,Research & Development,Female,Asian,56.0,2017-09-05,140042.0,13% ,United States,Austin,Still Working
E587,Ruby Choi,Analyst,Accounting,Manufacturing,Female,Asian,44.0,2018-12-06,57225.0,0% ,United States,Columbus,Still Working
E588,Lily Pena,Manager,Human Resources,Speciality Products,Female,Latino,59.0,2010-02-24,102839.0,5% ,United States,Miami,Still Working
E589,Liam Zhang,Director,Marketing,Research & Development,Male,Asian,33.0,2021-09-15,199783.0,21% ,United States,Chicago,2022-04-10
E590,Ian Gutierrez,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,36.0,2021-04-09,70980.0,0% ,Brazil,Rio de Janerio,Still Working
E591,David Simmons,Manager,Marketing,Corporate,Male,Caucasian,55.0,1997-01-26,104431.0,7% ,United States,Phoenix,Still Working
E592,Lincoln Henderson,Business Partner,Human Resources,Speciality Products,Male,Caucasian,32.0,2021-06-27,48510.0,0% ,United States,Chicago,Still Working
E593,Nathan Miller,Quality Engineer,Engineering,Speciality Products,Male,Black,31.0,2019-05-28,70110.0,0% ,United States,Miami,2021-01-07
E594,James Singh,Director,Marketing,Corporate,Male,Asian,49.0,2008-03-12,186138.0,28% ,China,Chongqing,Still Working
E595,Kayden Ortega,Analyst,Accounting,Manufacturing,Male,Latino,62.0,2010-04-19,56350.0,0% ,Brazil,Rio de Janerio,Still Working
E596,Lucy Figueroa,Sr. Manger,Finance,Research & Development,Female,Latino,49.0,2016-01-10,149761.0,12% ,United States,Columbus,Still Working
E597,Joshua Cortez,Sr. Manger,Finance,Corporate,Male,Latino,48.0,2007-08-11,126277.0,13% ,Brazil,Manaus,Still Working
E598,Alexander Morris,Manager,Sales,Speciality Products,Male,Caucasian,37.0,2013-06-21,119631.0,6% ,United States,Phoenix,Still Working
